question,option_1,option_2,option_3,option_4,source,answer,type,num_voters
Qay biri to‘g‘ri?,Oʻqchimoq,Oʻxchimoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1727,3,correct_word,"[428, 225, 433]"
Qay biri to‘g‘ri?,Oʻqlogʻi,Oʻqloq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1739,3,correct_word,"[139, 330, 693]"
Qay biri to‘g‘ri?,Olimpiya oʻyinlari,Olimpiada oʻyinlari,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1717,3,correct_word,"[241, 330, 570]"
Qay biri to‘g‘ri?,Ombir,Ombur,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1615,3,correct_word,"[274, 371, 235]"
Qay biri to‘g‘ri?,Ona tilisini oʻrganish,Ona tilini oʻrganish,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1515,2,correct_word,"[39, 849, 247]"
Qay biri to‘g‘ri?,Ongli ravishta,Ongli ravishda,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/123,2,correct_word,"[76, 1058, 67]"
Qay biri to‘g‘ri?,Ortiqcha,Oshiqcha,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1550,3,correct_word,"[423, 44, 674]"
Qay biri to‘g‘ri?,Oshufta,Oshifta,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1574,3,correct_word,"[4649, 1188, 3866]"
Qay biri to‘g‘ri?,Oson,Onson,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1076,1,correct_word,"[12380, 1054, 3549]"
Qay biri to‘g‘ri?,Oson savol,Onson savol,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3626,1,correct_word,"[1949, 166, 245]"
Qay biri to‘g‘ri?,Oyoqosti,Oyog‘osti,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/662,3,correct_word,"[7431, 3978, 9426]"
Qay biri to‘g‘ri?,Oyoqosti qildi,Oyogʻosti qildi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1902,3,correct_word,"[1014, 645, 574]"
Qay biri to‘g‘ri?,Oyoqosti qilma!,Oyogʻosti qilma!,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2308,3,correct_word,"[1073, 891, 461]"
Qay biri to‘g‘ri?,Oziqa,Ozuqa,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1743,2,correct_word,"[148, 990, 395]"
Qay biri to‘g‘ri?,Pachaq,Pachoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2212,1,correct_word,"[239, 1212, 408]"
Qay biri to‘g‘ri?,Pishillamoq,Pishshillamoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1404,1,correct_word,"[554, 154, 133]"
Qay biri to‘g‘ri?,Piyozni archidi,Piyozni archdi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2163,3,correct_word,"[513, 799, 675]"
Qay biri to‘g‘ri?,Polapon,Palapon,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1676,3,correct_word,"[717, 151, 226]"
Qay biri to‘g‘ri?,Poyafzal,Poyabzal,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/61,2,correct_word,"[1695, 2685, 889]"
Qay biri to‘g‘ri?,Pul undirdi,Pul undurdi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2322,1,correct_word,"[1943, 411, 326]"
Qay biri to‘g‘ri?,Pulni sovurmoq,Pulni sovirmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1007,1,correct_word,"[1068, 344, 179]"
Qay biri to‘g‘ri?,Putur yetmoq,Futur yetmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1490,3,correct_word,"[7766, 474, 3301]"
Qay biri to‘g‘ri?,Qadam-baqadam,Qadamma-qadam,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1604,3,correct_word,"[2388, 2225, 5435]"
Qay biri to‘g‘ri?,Qalam tutqazdi,Qalam tutqizdi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1932,3,correct_word,"[1339, 323, 867]"
Qay biri to‘g‘ri?,Qalliq,Qayliq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/647,3,correct_word,"[3574, 3893, 10851]"
Qay biri to‘g‘ri?,Qamchi bilan urdi.,Qamchin bilan urdi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2193,3,correct_word,"[909, 213, 629]"
Qay biri to‘g‘ri?,Qaqshamoq,Qaxshamoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2617,1,correct_word,"[2040, 522, 473]"
Qay biri to‘g‘ri?,Qarimdosh,Qarindosh,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/354,2,correct_word,"[266, 10788, 1149]"
Qay biri to‘g‘ri?,Qarz-havola qildi,Qarz-qavola qildi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1769,2,correct_word,"[1270, 693, 283]"
Qay biri to‘g‘ri?,Qasdan,Qasddan,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/619,3,correct_word,"[1416, 11305, 3739]"
Qay biri to‘g‘ri?,Qavarmoq,Qabarmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2841,3,correct_word,"[868, 465, 665]"
Qay biri to‘g‘ri?,Qaynana,Qaynona,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/713,3,correct_word,"[666, 13867, 6333]"
Qay biri to‘g‘ri?,"Qaynata, qaynana","Qaynota, qaynona",Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2060,3,correct_word,"[164, 1285, 546]"
Qay biri to‘g‘ri?,Qaytaga,Qaytanga,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1126,3,correct_word,"[191, 209, 410]"
Qay biri to‘g‘ri?,Qila olmaydi,Qilolmaydi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/2166,3,correct_word,"[1245, 534, 4605]"
Qay biri to‘g‘ri?,Qiygʻos qoshli qiz,Qiygʻoch qoshli qiz,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2343,2,correct_word,"[868, 1265, 197]"
Qay biri to‘g‘ri?,Qoʻl tekkizmoq,Qoʻl tekizmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1864,1,correct_word,"[1182, 336, 387]"
Qay biri to‘g‘ri?,Qoʻlay,Qulay,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2363,2,correct_word,"[77, 1997, 141]"
Qay biri to‘g‘ri?,"Qoʻllandi, qoʻllanyapti, qoʻllanadi.","Qoʻllanildi, qoʻllanilyapti, qoʻllaniladi.",Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/877,1,correct_word,"[117, 119, 270]"
Qay biri to‘g‘ri?,Qovurg‘a,Qobirg‘a,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/538,3,correct_word,"[13049, 868, 4006]"
Qay biri to‘g‘ri?,Qulay,Qoʻlay,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2140,1,correct_word,"[1556, 74, 125]"
Qay biri to‘g‘ri?,Quling oʻrgilsin osh boʻlibdi-da oʻziyam!,Qoʻling oʻrgilsin osh boʻlibdi-da oʻziyam!,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2751,1,correct_word,"[756, 1156, 478]"
Qay biri to‘g‘ri?,Qulp urib yashnadi,Qulf urib yashnadi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2065,1,correct_word,"[337, 1106, 324]"
Qay biri to‘g‘ri?,Qurol-yaroq,Qurol-yarogʻ,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/149,2,correct_word,"[145, 374, 325]"
Qay biri to‘g‘ri?,Qutlugʻ boʻlsin,Qulluq boʻlsin,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2071,3,correct_word,"[628, 150, 968]"
Qay biri to‘g‘ri?,Qutulmoq,Qutilmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/958,1,correct_word,"[285, 259, 102]"
Qay biri to‘g‘ri?,Quyilmoq,Quyulmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1727,3,correct_word,"[2910, 1816, 5902]"
Qay biri to‘g‘ri?,Radio muruvvatini buradi.,Radio murvatini buradi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3635,2,correct_word,"[796, 1545, 220]"
Qay biri to‘g‘ri?,Ro‘baro‘,Ro‘para,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1514,3,correct_word,"[2309, 1742, 8126]"
Qay biri to‘g‘ri?,Sanchiq,Sanchqi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1919,3,correct_word,"[796, 3406, 4225]"
Qay biri to‘g‘ri?,Sariyogʻ,Saryogʻ,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1032,1,correct_word,"[931, 677, 259]"
Qay biri to‘g‘ri?,Savdogar,Sovdagar,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1417,1,correct_word,"[10146, 305, 1438]"
Qay biri to‘g‘ri?,Saylov kampaniyasi,Samsung kompaniyasi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/167,3,correct_word,"[82, 369, 330, 98]"
Qay biri to‘g‘ri?,Sazovar boʻldi,Sazovor boʻldi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1312,2,correct_word,"[154, 759, 129]"
Qay biri to‘g‘ri?,Shafqat,Shavqat,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/465,1,correct_word,"[5334, 5046, 2460]"
Qay biri to‘g‘ri?,Shakil,Shakl,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/514,2,correct_word,"[685, 12034, 1544]"
Qay biri to‘g‘ri?,Shalponquloq,Shalpangquloq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1399,2,correct_word,"[138, 661, 86]"
Qay biri to‘g‘ri?,Shama qildi,Shaʼma qildi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1486,1,correct_word,"[388, 540, 192]"
Qay biri to‘g‘ri?,Shohsupa,Shosupa,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/872,3,correct_word,"[12978, 951, 6597]"
Qay biri to‘g‘ri?,Shohsupa,Shosupa,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/2139,3,correct_word,"[3934, 406, 2545]"
Qay biri to‘g‘ri?,Shoʻx-shaʼn,Shoʻxchan,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1655,2,correct_word,"[95, 689, 363]"
Qay biri to‘g‘ri?,Shox,Shoh,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/155,3,correct_word,"[932, 1055, 3216]"
Qay biri to‘g‘ri?,Shu choqda,Shu chog‘da,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2313,3,correct_word,"[301, 1683, 492]"
Qay biri to‘g‘ri?,Shu koʻyi ketaverdi,Shu kuyi ketaverdi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1812,3,correct_word,"[1021, 570, 332]"
Qay biri to‘g‘ri?,Shukr,Shukur,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1508,3,correct_word,"[471, 495, 507]"
Qay biri to‘g‘ri?,Shukur,Shukr,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/722,3,correct_word,"[6319, 4455, 9431]"
Qay biri to‘g‘ri?,"Shuni ham tushunmaysanmi, pandavaqi!","Shuni ham tushunmaysanmi, pandavoqi!",Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3737,2,correct_word,"[1511, 330, 390]"
Qay biri to‘g‘ri?,Sogʻliq,Sogʻlik,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1111,3,correct_word,"[217, 208, 332]"
Qay biri to‘g‘ri?,Sovqotmoq,Sovuq qotmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1439,3,correct_word,"[2470, 3879, 5794]"
Qay biri to‘g‘ri?,Sovqotmoq,Sovuq qotmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1945,3,correct_word,"[1812, 2386, 4573]"
Qay biri to‘g‘ri?,Sovqotmoq,Sovuq qotmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1582,3,correct_word,"[289, 292, 592]"
Qay biri to‘g‘ri?,Sovuq,Soviq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/232,1,correct_word,"[7065, 256, 1502]"
Qay biri to‘g‘ri?,Sozanda Abduhoshim Ismoilovning 70 yoshli yubileyi,Sozanda Abduhoshim Ismoilovning 70-yillik yubileyi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrir_uz/362,2,correct_word,"[403, 766, 318]"
Qay biri to‘g‘ri?,Sunbul,Sumbul,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1173,3,correct_word,"[200, 249, 277]"
Qay biri to‘g‘ri?,Sunbula,Sumbula,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1186,3,correct_word,"[383, 315, 324]"
Qay biri to‘g‘ri?,Suqsur,Suxsur,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2171,3,correct_word,"[1025, 344, 458]"
Qay biri to‘g‘ri?,Sur’at,Surat,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/91,3,correct_word,"[1125, 651, 2095]"
Qay biri to‘g‘ri?,Suvosti kemasi,Suv osti kemasi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1397,1,correct_word,"[470, 309, 121]"
Qay biri to‘g‘ri?,Suyinchi,Suyunchi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2345,2,correct_word,"[490, 1745, 213]"
Qay biri to‘g‘ri?,Suyunib ketdi,Suyinib ketdi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1794,1,correct_word,"[1095, 298, 435]"
Qay biri to‘g‘ri?,Talatoʻp,Talotoʻp,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1207,1,correct_word,"[379, 156, 150]"
Qay biri to‘g‘ri?,Tamoq,Tomoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1321,2,correct_word,"[154, 710, 148]"
Qay biri to‘g‘ri?,Tanbur,Tambur,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1026,3,correct_word,"[6751, 4103, 8273]"
Qay biri to‘g‘ri?,Tanovar,Tanovor,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1329,1,correct_word,"[342, 445, 183]"
Qay biri to‘g‘ri?,Tarozi,Tarozu,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1823,3,correct_word,"[4987, 494, 2808]"
Qay biri to‘g‘ri?,Tashkiliy ishlarga qaralashganman.,Tashkiliy ishlarga qarashganman.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3961,2,correct_word,"[93, 1517, 277]"
Qay biri to‘g‘ri?,Taxir,Ta’xir,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrir_uz/265,3,correct_word,"[446, 65, 204]"
Qay biri to‘g‘ri?,Tekkizmoq,Tegizmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1980,3,correct_word,"[1324, 241, 769]"
Qay biri to‘g‘ri?,Texnologiya,Texnalogiya,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1927,1,correct_word,"[6372, 1087, 1632]"
Qay biri to‘g‘ri?,Tilanchi,Tilamchi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1822,3,correct_word,"[1108, 431, 669]"
Qay biri to‘g‘ri?,Tili suchuk,Tili chuchuk,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/569,3,correct_word,"[401, 14857, 1644]"
Qay biri to‘g‘ri?,To‘yg‘izmoq,To‘yg‘azmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/640,3,correct_word,"[2997, 3486, 10221]"
Qay biri to‘g‘ri?,To‘yona,To‘yana,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/352,3,correct_word,"[7601, 1615, 2976]"
Qay biri to‘g‘ri?,Toʻgʻralgan piyoz,Toʻrgʻalgan piyoz,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1941,1,correct_word,"[1497, 233, 373]"
Qay biri to‘g‘ri?,Toʻgʻri qoʻllanilgan,Toʻgʻri qoʻllangan,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2045,2,correct_word,"[418, 397, 896]"
Qay biri to‘g‘ri?,Toʻgʻri yondashuv,Toʻgʻri yondoshuv,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2147,1,correct_word,"[1001, 241, 203]"
Qay biri to‘g‘ri?,Toʻgʻrilamoq,Toʻgʻirlamoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1221,1,correct_word,"[436, 292, 201]"
Qay biri to‘g‘ri?,Toʻpolon,Toʻpalon,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1840,1,correct_word,"[1773, 807, 495]"
Qay biri to‘g‘ri?,Toʻyga toʻyona bilan!,Toʻyga toʻyana bilan!,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/872,3,correct_word,"[312, 133, 134]"
Qay biri to‘g‘ri?,Toʻz-toʻpolon,Toʻs-toʻpolon,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1802,2,correct_word,"[504, 1077, 201]"
Qay biri to‘g‘ri?,Tosh bilan urib pachaqladi,Tosh bilan urib pachoqladi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3076,1,correct_word,"[481, 943, 319]"
Qay biri to‘g‘ri?,Tugʻulib oʻsgan joyim,Tugʻilib oʻsgan joyim,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3653,2,correct_word,"[462, 2389, 212]"
Qay biri to‘g‘ri?,Tushundim,Tushindim,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/913,1,correct_word,"[393, 66, 48]"
Qay biri to‘g‘ri?,Tushurib qoldirilgan soʻz,Tushirib qoldirilgan soʻz,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3652,2,correct_word,"[612, 2202, 183]"
Qay biri to‘g‘ri?,Tutkazmoq,Tutqazmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/610,2,correct_word,"[1390, 9305, 5276]"
Qay biri to‘g‘ri?,Tutqun,Tutqin,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1375,1,correct_word,"[483, 337, 211]"
Qay biri to‘g‘ri?,Tuturuqsiz,Tuturiqsiz,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2178,2,correct_word,"[739, 684, 364]"
Qay biri to‘g‘ri?,Tuyilmoq,Tuyulmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/178,3,correct_word,"[1738, 3666, 2417]"
Qay biri to‘g‘ri?,Tuzikmisiz?,Tuzukmisiz?,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1028,2,correct_word,"[148, 494, 93]"
Qay biri to‘g‘ri?,Uhlamoq,Uxlamoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/224,3,correct_word,"[1101, 5117, 2314]"
Qay biri to‘g‘ri?,ulgu,ulgi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrir_uz/293,2,correct_word,"[112, 225, 281]"
Qay biri to‘g‘ri?,Umbaloq oshmoq,Dumbaloq oshmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1475,3,correct_word,"[3658, 1008, 6242]"
Qay biri to‘g‘ri?,Unga gap uqdirish qiyin.,Unga gap uqtirish qiyin.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2165,2,correct_word,"[489, 1128, 274]"
Qay biri to‘g‘ri?,Urinmoq,Urunmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/557,1,correct_word,"[7382, 3440, 4903]"
Qay biri to‘g‘ri?,Urushmoq,Urishmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/949,2,correct_word,"[273, 214, 301]"
Qay biri to‘g‘ri?,Urushqoq,Urishqoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3722,3,correct_word,"[1148, 779, 558]"
Qay biri to‘g‘ri?,Uslubiyat,Uslubiyot,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2562,1,correct_word,"[1807, 298, 602]"
Qay biri to‘g‘ri?,Ustoz,Ustod,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1398,3,correct_word,"[5689, 221, 7230]"
Qay biri to‘g‘ri?,Ustuvor,Ustivor,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/107,1,correct_word,"[1064, 234, 171]"
Qay biri to‘g‘ri?,Ustuvor vazifa,Ustivor vazifa,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1058,1,correct_word,"[510, 141, 42]"
Qay biri to‘g‘ri?,Uydirma toʻqidi.,Uydurma toʻqidi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2330,1,correct_word,"[1546, 824, 392]"
Qay biri to‘g‘ri?,Uydurma,Uydirma,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2197,2,correct_word,"[512, 965, 394]"
Qay biri to‘g‘ri?,Uyni saranjom qildi.,Uyni saramjon qildi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2887,1,correct_word,"[1064, 482, 269]"
Qay biri to‘g‘ri?,Uyquchi,Uyqichi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1766,1,correct_word,"[1088, 481, 389]"
Qay biri to‘g‘ri?,Uzoqlarga termuldi.,Uzoqlarga termildi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2258,2,correct_word,"[1028, 610, 370]"
Qay biri to‘g‘ri?,Vaholanki,Vaholonki,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/651,3,correct_word,"[14564, 958, 4514]"
Qay biri to‘g‘ri?,Vallomat,Vallamat,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/391,3,correct_word,"[8976, 1175, 2505]"
Qay biri to‘g‘ri?,Vallomat,Vallamat,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1968,3,correct_word,"[1343, 225, 482]"
Qay biri to‘g‘ri?,Varaq,Varoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/294,1,correct_word,"[3457, 4548, 2746]"
Qay biri to‘g‘ri?,Viloyat miqyosida,Viloyat miqiyosida,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2306,1,correct_word,"[1425, 528, 247]"
Qay biri to‘g‘ri?,Voqia,Voqea,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2211,2,correct_word,"[119, 1921, 136]"
Qay biri to‘g‘ri?,Vos kechmoq,Voz kechmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/2852,2,correct_word,"[443, 1593, 191]"
Qay biri to‘g‘ri?,Xalos,Xolos,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1611,3,correct_word,"[2164, 3608, 4581]"
Qay biri to‘g‘ri?,Xar,Har,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/103,3,correct_word,"[105, 1146, 381]"
Qay biri to‘g‘ri?,Xoksor,Xokisor,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/728,3,correct_word,"[1386, 9832, 8928]"
Qay biri to‘g‘ri?,xol,hol,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/tahrirchi_uz/104,3,correct_word,"[219, 481, 947]"
Qay biri to‘g‘ri?,Xop bo‘ladi,Xo‘p bo‘ladi,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/215,2,correct_word,"[723, 6787, 1176]"
Qay biri to‘g‘ri?,Yangidan,Yangitdan,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1597,3,correct_word,"[4261, 659, 5522]"
Qay biri to‘g‘ri?,Yangidan,Yangitdan,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1169,3,correct_word,"[303, 140, 363]"
Qay biri to‘g‘ri?,Yangiday,Yangidek,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/xatoliklar/1277,3,correct_word,"[902, 3272, 8760]"
Qay biri to‘g‘ri?,Yasharmoq,Yosharmoq,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/1894,3,correct_word,"[360, 1056, 685]"
Qay biri to‘g‘ri?,Yelpugʻich,Yelpigʻich,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3458,2,correct_word,"[123, 2076, 271]"
Qay biri to‘g‘ri?,Yerga palos toʻshaldi.,Yerga polos toʻshaldi.,Ikkovi ham to‘g‘ri,Ikkovi ham xato,https://t.me/oriftolib/3023,1,correct_word,"[991, 548, 178]"
